ip_at_ttl,dst,seq
170.203.193.62,170.203.193.62,9
170.203.193.65,170.203.193.65,37
170.203.193.66,170.203.193.66,26
170.203.193.68,170.203.193.68,22
170.203.193.69,170.203.193.69,26
170.203.193.70,170.203.193.70,18
170.203.193.71,170.203.193.71,34
170.203.193.72,170.203.193.72,10
170.203.193.74,170.203.193.74,11
170.203.193.81,170.203.193.81,24
170.203.193.83,170.203.193.83,15
179.60.173.200,179.60.173.200,11
179.60.173.213,179.60.173.213,24
179.60.173.227,179.60.173.227,36
179.60.173.230,179.60.173.230,29
179.60.173.231,179.60.173.231,16
179.60.174.176,179.60.174.176,29
179.60.174.204,179.60.174.204,34
179.60.175.150,179.60.175.150,32
179.60.175.154,179.60.175.154,12
179.60.175.159,179.60.175.159,21
179.60.175.162,179.60.175.162,25
179.60.175.180,179.60.175.180,37
179.60.175.186,179.60.175.186,9
179.60.175.194,179.60.175.194,21
179.60.175.207,179.60.175.207,21
179.60.175.224,179.60.175.224,19
179.60.175.231,179.60.175.231,39
179.60.175.232,179.60.175.232,27
179.60.175.242,179.60.175.242,28
179.60.175.250,179.60.175.250,37
179.60.175.40,179.60.175.40,33
179.60.175.42,179.60.175.42,8
179.60.175.58,179.60.175.58,36
179.60.175.59,179.60.175.59,17
179.60.175.8,179.60.175.8,23
200.189.19.128,200.189.19.128,32
200.189.19.133,200.189.19.133,10
200.189.19.135,200.189.19.135,24
200.189.19.150,200.189.19.150,19
200.189.19.160,200.189.19.160,26
200.189.19.161,200.189.19.161,20
200.189.19.177,200.189.19.177,28
200.189.19.178,200.189.19.178,22
200.189.19.181,200.189.19.181,18
200.189.19.188,200.189.19.188,26
200.189.19.194,200.189.19.194,32
200.189.19.203,200.189.19.203,10
200.189.19.208,200.189.19.208,20
200.189.19.210,200.189.19.210,14
200.189.19.213,200.189.19.213,10
200.189.19.224,200.189.19.224,29
200.189.19.228,200.189.19.228,17
200.189.19.229,200.189.19.229,23
200.189.19.241,200.189.19.241,23
200.189.20.102,200.189.20.102,32
200.189.20.105,200.189.20.105,27
200.189.20.112,200.189.20.112,26
200.189.20.119,200.189.20.119,28
200.189.20.12,200.189.20.12,15
200.189.20.126,200.189.20.126,25
200.189.20.129,200.189.20.129,14
200.189.20.134,200.189.20.134,35
200.189.20.14,200.189.20.14,14
200.189.20.150,200.189.20.150,8
200.189.20.151,200.189.20.151,31
200.189.20.154,200.189.20.154,9
200.189.20.155,200.189.20.155,14
200.189.20.168,200.189.20.168,14
200.189.20.169,200.189.20.169,30
200.189.20.170,200.189.20.170,10
200.189.20.175,200.189.20.175,19
200.189.20.177,200.189.20.177,30
200.189.20.183,200.189.20.183,19
200.189.20.195,200.189.20.195,28
200.189.20.205,200.189.20.205,26
200.189.20.207,200.189.20.207,24
200.189.20.209,200.189.20.209,25
200.189.20.21,200.189.20.21,31
200.189.20.218,200.189.20.218,7
200.189.20.232,200.189.20.232,11
200.189.20.250,200.189.20.250,39
200.189.20.29,200.189.20.29,25
200.189.20.32,200.189.20.32,25
200.189.20.35,200.189.20.35,38
200.189.20.41,200.189.20.41,26
200.189.20.43,200.189.20.43,33
200.189.20.58,200.189.20.58,24
200.189.20.66,200.189.20.66,28
200.189.20.68,200.189.20.68,29
200.189.20.72,200.189.20.72,30
200.189.20.9,200.189.20.9,32
206.214.224.239,206.214.224.239,7
206.214.224.241,206.214.224.241,11
206.214.224.253,206.214.224.253,11
206.214.231.160,206.214.231.160,34
206.214.231.21,206.214.231.146,44
206.214.231.21,206.214.231.148,41
206.214.231.21,206.214.231.150,38
206.214.231.21,206.214.231.151,36
206.214.231.21,206.214.231.158,37
206.214.231.21,206.214.231.170,34
206.214.231.21,206.214.231.171,45
206.224.64.100,129.222.10.235,36
206.224.64.100,129.222.14.239,8
206.224.64.100,129.222.185.36,37
206.224.64.100,129.222.19.94,3
206.224.64.100,129.222.28.142,1
206.224.64.100,129.222.28.205,6
206.224.64.100,129.222.29.223,5
206.224.64.109,129.222.10.168,2
206.224.64.109,129.222.11.209,1
206.224.64.109,129.222.13.217,3
206.224.64.109,129.222.13.255,2
206.224.64.109,129.222.14.68,3
206.224.64.109,129.222.15.132,7
206.224.64.109,129.222.16.198,4
206.224.64.109,129.222.17.144,1
206.224.64.109,129.222.17.228,2
206.224.64.109,129.222.18.163,2
206.224.64.109,129.222.18.220,1
206.224.64.109,129.222.18.62,8
206.224.64.109,129.222.185.128,2
206.224.64.109,129.222.185.155,25
206.224.64.109,129.222.185.203,7
206.224.64.109,129.222.19.127,2
206.224.64.109,129.222.19.137,4
206.224.64.109,129.222.19.86,2
206.224.64.109,129.222.19.91,4
206.224.64.109,129.222.20.131,2
206.224.64.109,129.222.22.216,10
206.224.64.109,129.222.23.59,5
206.224.64.109,129.222.23.89,27
206.224.64.109,129.222.24.139,36
206.224.64.109,129.222.24.235,33
206.224.64.109,129.222.24.51,3
206.224.64.109,129.222.25.109,1
206.224.64.109,129.222.25.45,2
206.224.64.109,129.222.25.50,10
206.224.64.109,129.222.26.112,2
206.224.64.109,129.222.26.60,2
206.224.64.109,129.222.26.86,20
206.224.64.109,129.222.27.204,2
206.224.64.109,129.222.27.210,8
206.224.64.109,129.222.27.247,2
206.224.64.109,129.222.27.250,1
206.224.64.109,129.222.27.43,28
206.224.64.109,129.222.27.65,3
206.224.64.109,129.222.27.89,6
206.224.64.109,129.222.28.106,5
206.224.64.109,129.222.28.228,8
206.224.64.109,129.222.28.31,24
206.224.64.109,129.222.29.32,33
206.224.64.109,129.222.29.56,2
206.224.64.109,129.222.30.199,2
206.224.64.109,129.222.30.79,39
206.224.64.109,129.222.30.92,26
206.224.64.109,129.222.31.118,2
206.224.64.109,129.222.31.229,26
206.224.64.109,129.222.62.100,8
206.224.64.109,129.222.62.121,37
206.224.64.109,129.222.62.215,19
206.224.64.109,129.222.62.217,38
206.224.64.109,129.222.62.243,5
206.224.64.109,129.222.62.89,34
206.224.64.109,129.222.63.148,5
206.224.64.109,129.222.63.187,13
206.224.64.109,129.222.9.125,3
206.224.64.109,129.222.9.30,21
206.224.64.109,129.222.9.58,33
206.224.64.109,143.105.12.141,3
206.224.64.109,143.105.12.146,4
206.224.64.109,143.105.12.150,8
206.224.64.109,143.105.12.166,2
206.224.64.109,143.105.12.176,1
206.224.64.109,143.105.13.116,1
206.224.64.109,143.105.13.154,7
206.224.64.109,143.105.13.248,5
206.224.64.111,129.222.10.55,19
206.224.64.111,129.222.13.56,37
206.224.64.111,129.222.14.101,1
206.224.64.111,129.222.18.46,39
206.224.64.111,129.222.185.34,4
206.224.64.111,129.222.19.17,11
206.224.64.111,129.222.21.132,7
206.224.64.111,129.222.22.243,39
206.224.64.111,129.222.23.24,4
206.224.64.111,129.222.24.47,3
206.224.64.111,129.222.25.224,15
206.224.64.111,129.222.26.120,1
206.224.64.111,129.222.26.127,28
206.224.64.111,129.222.27.150,13
206.224.64.111,129.222.27.189,37
206.224.64.111,129.222.27.215,7
206.224.64.111,129.222.28.0,31
206.224.64.111,129.222.28.103,2
206.224.64.111,129.222.28.2,39
206.224.64.111,129.222.28.253,10
206.224.64.111,129.222.28.69,4
206.224.64.111,129.222.28.91,38
206.224.64.111,129.222.29.142,1
206.224.64.111,129.222.29.168,3
206.224.64.111,129.222.29.19,2
206.224.64.111,129.222.29.234,6
206.224.64.111,129.222.30.24,4
206.224.64.111,129.222.30.250,1
206.224.64.111,129.222.31.101,18
206.224.64.111,129.222.62.116,38
206.224.64.111,129.222.62.178,1
206.224.64.111,129.222.62.190,8
206.224.64.111,129.222.62.202,8
206.224.64.111,129.222.62.209,15
206.224.64.111,129.222.62.213,15
206.224.64.111,129.222.62.49,15
206.224.64.111,129.222.63.252,9
206.224.64.111,129.222.63.50,1
206.224.64.111,143.105.12.111,41
206.224.64.111,143.105.12.189,4
206.224.64.111,143.105.12.30,2
206.224.64.111,143.105.12.87,2
206.224.64.111,143.105.13.110,7
206.224.64.117,129.222.120.17,2
206.224.64.117,129.222.120.205,3
206.224.64.117,129.222.120.217,10
206.224.64.117,129.222.120.236,1
206.224.64.117,129.222.121.128,2
206.224.64.117,129.222.122.193,2
206.224.64.117,129.222.122.240,8
206.224.64.117,129.222.122.43,16
206.224.64.117,129.222.122.78,1
206.224.64.117,129.222.122.92,10
206.224.64.117,129.222.123.223,6
206.224.64.117,129.222.123.254,3
206.224.64.117,129.222.123.88,21
206.224.64.117,129.222.123.94,9
206.224.64.117,129.222.124.125,7
206.224.64.117,129.222.124.189,2
206.224.64.117,129.222.72.154,1
206.224.64.117,129.222.72.99,16
206.224.64.117,129.222.74.153,5
206.224.64.117,129.222.74.5,32
206.224.64.117,129.222.75.109,6
206.224.64.117,129.222.75.118,1
206.224.64.117,129.222.75.135,10
206.224.64.117,129.222.75.237,10
206.224.64.117,129.224.192.171,7
206.224.64.117,129.224.192.42,1
206.224.64.117,129.224.192.73,6
206.224.64.117,129.224.193.184,25
206.224.64.117,129.224.193.5,1
206.224.64.117,129.224.194.16,5
206.224.64.117,129.224.194.203,6
206.224.64.117,129.224.194.36,1
206.224.64.117,129.224.195.105,3
206.224.64.117,129.224.195.120,9
206.224.64.117,129.224.195.198,1
206.224.64.117,129.224.195.211,5
206.224.64.117,129.224.195.213,39
206.224.64.117,129.224.195.90,1
206.224.64.117,129.224.196.43,6
206.224.64.117,129.224.197.161,1
206.224.64.117,129.224.197.215,4
206.224.64.117,129.224.197.245,31
206.224.64.117,129.224.197.40,5
206.224.64.117,129.224.198.141,3
206.224.64.117,129.224.198.194,16
206.224.64.117,129.224.198.238,1
206.224.64.117,129.224.198.48,1
206.224.64.117,129.224.199.191,39
206.224.64.117,129.224.199.207,40
206.224.64.117,129.224.199.240,5
206.224.64.117,129.224.199.248,4
206.224.64.117,129.224.199.28,1
206.224.64.117,129.224.199.4,32
206.224.64.117,143.105.61.12,1
206.224.64.117,143.105.61.17,7
206.224.64.117,66.9.178.159,7
206.224.64.117,66.9.178.189,1
206.224.64.117,66.9.178.197,4
206.224.64.117,66.9.178.205,6
206.224.64.117,66.9.178.222,11
206.224.64.117,66.9.178.244,8
206.224.64.117,98.97.88.233,5
206.224.64.117,98.97.90.190,2
206.224.64.117,98.97.90.82,22
206.224.64.117,98.97.91.123,2
206.224.64.117,98.97.91.41,2
206.224.64.117,98.97.92.239,1
206.224.64.117,98.97.94.136,18
206.224.64.117,98.97.94.18,5
206.224.64.117,98.97.94.22,8
206.224.64.117,98.97.94.246,35
206.224.64.117,98.97.95.238,2
206.224.64.119,129.222.120.111,3
206.224.64.119,129.222.120.116,20
206.224.64.119,129.222.120.253,6
206.224.64.119,129.222.120.38,4
206.224.64.119,129.222.121.85,15
206.224.64.119,129.222.122.100,3
206.224.64.119,129.222.122.155,5
206.224.64.119,129.222.124.103,5
206.224.64.119,129.222.124.153,2
206.224.64.119,129.222.124.214,2
206.224.64.119,129.222.124.244,34
206.224.64.119,129.222.124.252,3
206.224.64.119,129.222.127.13,13
206.224.64.119,129.222.127.197,4
206.224.64.119,129.222.127.47,33
206.224.64.119,129.222.72.107,3
206.224.64.119,129.222.72.49,14
206.224.64.119,129.222.73.195,5
206.224.64.119,129.222.74.125,36
206.224.64.119,129.222.75.154,7
206.224.64.119,129.222.75.59,12
206.224.64.119,129.222.75.6,3
206.224.64.119,129.224.192.154,8
206.224.64.119,129.224.192.226,15
206.224.64.119,129.224.192.99,13
206.224.64.119,129.224.193.30,1
206.224.64.119,129.224.194.13,12
206.224.64.119,129.224.194.130,3
206.224.64.119,129.224.194.166,32
206.224.64.119,129.224.194.187,10
206.224.64.119,129.224.194.89,3
206.224.64.119,129.224.195.173,2
206.224.64.119,129.224.195.221,10
206.224.64.119,129.224.196.121,7
206.224.64.119,129.224.196.134,19
206.224.64.119,129.224.196.20,31
206.224.64.119,129.224.196.72,29
206.224.64.119,129.224.197.144,10
206.224.64.119,129.224.197.158,3
206.224.64.119,129.224.197.169,12
206.224.64.119,129.224.197.178,10
206.224.64.119,129.224.197.188,3
206.224.64.119,129.224.197.202,20
206.224.64.119,129.224.197.213,10
206.224.64.119,129.224.197.23,27
206.224.64.119,129.224.197.77,6
206.224.64.119,129.224.198.152,29
206.224.64.119,129.224.198.4,28
206.224.64.119,129.224.198.61,26
206.224.64.119,129.224.198.9,29
206.224.64.119,129.224.199.142,19
206.224.64.119,129.224.199.155,2
206.224.64.119,129.224.199.183,7
206.224.64.119,129.224.199.77,2
206.224.64.119,143.105.61.103,2
206.224.64.119,143.105.61.209,4
206.224.64.119,143.105.61.67,4
206.224.64.119,143.105.61.88,36
206.224.64.119,143.105.62.94,3
206.224.64.119,66.9.178.160,5
206.224.64.119,66.9.178.203,5
206.224.64.119,66.9.178.250,7
206.224.64.119,66.9.178.78,7
206.224.64.119,98.97.89.173,33
206.224.64.119,98.97.91.159,4
206.224.64.119,98.97.91.195,4
206.224.64.119,98.97.91.87,36
206.224.64.119,98.97.92.114,3
206.224.64.119,98.97.92.139,3
206.224.64.119,98.97.92.4,11
206.224.64.119,98.97.93.9,9
206.224.64.119,98.97.95.105,29
206.224.64.119,98.97.95.175,7
206.224.64.119,98.97.95.244,31
206.224.64.119,98.97.95.32,3
206.224.64.12,141.109.80.2,1
206.224.64.12,143.105.10.124,1
206.224.64.12,170.203.200.88,1
206.224.64.12,170.203.200.96,1
206.224.64.12,170.203.202.0,2
206.224.64.12,170.203.202.106,2
206.224.64.12,170.203.202.17,2
206.224.64.12,170.203.202.203,2
206.224.64.12,170.203.202.218,2
206.224.64.12,170.203.203.113,2
206.224.64.12,170.203.204.126,2
206.224.64.12,170.203.204.15,1
206.224.64.12,170.203.204.150,2
206.224.64.12,170.203.204.156,2
206.224.64.12,170.203.204.191,1
206.224.64.12,170.203.204.196,2
206.224.64.12,170.203.204.223,2
206.224.64.12,170.203.204.252,2
206.224.64.12,170.203.204.61,2
206.224.64.12,170.203.204.87,2
206.224.64.12,170.203.206.126,1
206.224.64.12,170.203.206.135,1
206.224.64.12,170.203.206.164,1
206.224.64.12,170.203.206.181,2
206.224.64.12,170.203.206.196,1
206.224.64.12,170.203.206.87,1
206.224.64.12,170.203.208.116,1
206.224.64.12,170.203.208.141,2
206.224.64.12,170.203.208.196,2
206.224.64.12,170.203.208.30,1
206.224.64.12,170.203.208.44,1
206.224.64.12,170.203.210.150,1
206.224.64.12,170.203.210.156,2
206.224.64.12,170.203.210.44,1
206.224.64.12,170.203.212.0,1
206.224.64.12,170.203.212.123,1
206.224.64.12,170.203.212.153,1
206.224.64.12,170.203.212.186,1
206.224.64.12,170.203.212.27,1
206.224.64.12,170.203.214.10,2
206.224.64.12,170.203.214.147,2
206.224.64.12,170.203.214.186,2
206.224.64.12,170.203.214.203,2
206.224.64.12,170.203.214.249,1
206.224.64.12,170.203.214.88,1
206.224.64.12,170.203.214.96,1
206.224.64.12,170.203.215.161,1
206.224.64.12,170.203.215.35,1
206.224.64.12,170.203.216.179,2
206.224.64.12,170.203.216.250,2
206.224.64.12,98.97.100.109,2
206.224.64.12,98.97.100.158,1
206.224.64.12,98.97.100.172,1
206.224.64.12,98.97.101.198,2
206.224.64.12,98.97.101.221,1
206.224.64.12,98.97.102.103,1
206.224.64.12,98.97.102.13,1
206.224.64.12,98.97.102.172,2
206.224.64.12,98.97.102.215,1
206.224.64.12,98.97.102.7,2
206.224.64.12,98.97.102.78,1
206.224.64.12,98.97.102.95,1
206.224.64.12,98.97.103.124,2
206.224.64.12,98.97.103.215,2
206.224.64.12,98.97.103.239,1
206.224.64.12,98.97.46.138,2
206.224.64.12,98.97.46.2,2
206.224.64.12,98.97.46.210,2
206.224.64.12,98.97.47.121,2
206.224.64.12,98.97.64.232,1
206.224.64.12,98.97.64.41,2
206.224.64.12,98.97.64.67,1
206.224.64.12,98.97.64.73,2
206.224.64.12,98.97.65.249,2
206.224.64.12,98.97.66.136,2
206.224.64.12,98.97.66.171,1
206.224.64.12,98.97.66.243,1
206.224.64.12,98.97.67.171,2
206.224.64.12,98.97.67.67,1
206.224.64.12,98.97.68.116,2
206.224.64.12,98.97.68.150,1
206.224.64.12,98.97.68.246,1
206.224.64.12,98.97.68.30,1
206.224.64.12,98.97.69.111,2
206.224.64.12,98.97.69.126,2
206.224.64.12,98.97.69.141,2
206.224.64.12,98.97.69.55,2
206.224.64.12,98.97.71.116,1
206.224.64.12,98.97.96.138,1
206.224.64.12,98.97.96.178,1
206.224.64.12,98.97.96.58,1
206.224.64.12,98.97.96.8,2
206.224.64.12,98.97.97.145,2
206.224.64.12,98.97.97.163,1
206.224.64.12,98.97.97.224,1
206.224.64.12,98.97.97.25,1
206.224.64.12,98.97.98.19,1
206.224.64.12,98.97.99.195,2
206.224.64.12,98.97.99.210,1
206.224.64.12,98.97.99.224,1
206.224.64.12,98.97.99.241,2
206.224.64.134,129.224.216.10,1
206.224.64.134,129.224.216.17,1
206.224.64.134,129.224.216.41,1
206.224.64.134,129.224.216.73,1
206.224.64.134,141.109.80.3,1
206.224.64.134,143.105.10.142,1
206.224.64.134,170.203.200.160,2
206.224.64.134,170.203.200.209,2
206.224.64.134,170.203.200.233,2
206.224.64.134,170.203.200.34,1
206.224.64.134,170.203.200.57,2
206.224.64.134,170.203.202.152,2
206.224.64.134,170.203.202.34,1
206.224.64.134,170.203.203.131,1
206.224.64.134,170.203.203.137,1
206.224.64.134,170.203.203.146,1
206.224.64.134,170.203.203.187,2
206.224.64.134,170.203.203.192,1
206.224.64.134,170.203.203.34,1
206.224.64.134,170.203.203.40,1
206.224.64.134,170.203.203.51,1
206.224.64.134,170.203.203.66,2
206.224.64.134,170.203.203.72,2
206.224.64.134,170.203.203.83,1
206.224.64.134,170.203.206.157,2
206.224.64.134,170.203.206.175,1
206.224.64.134,170.203.206.180,1
206.224.64.134,170.203.206.60,2
206.224.64.134,170.203.208.212,1
206.224.64.134,170.203.208.230,1
206.224.64.134,170.203.208.60,1
206.224.64.134,170.203.208.77,2
206.224.64.134,170.203.210.190,2
206.224.64.134,170.203.210.197,2
206.224.64.134,170.203.212.152,2
206.224.64.134,170.203.212.192,2
206.224.64.134,170.203.212.40,1
206.224.64.134,170.203.214.112,2
206.224.64.134,170.203.214.160,2
206.224.64.134,170.203.214.248,2
206.224.64.134,170.203.215.112,2
206.224.64.134,170.203.215.219,1
206.224.64.134,170.203.215.51,2
206.224.64.134,170.203.216.145,1
206.224.64.134,170.203.216.58,1
206.224.64.134,170.203.216.90,1
206.224.64.134,98.97.100.214,2
206.224.64.134,98.97.100.238,2
206.224.64.134,98.97.100.255,1
206.224.64.134,98.97.100.47,1
206.224.64.134,98.97.100.79,1
206.224.64.134,98.97.100.94,1
206.224.64.134,98.97.101.173,1
206.224.64.134,98.97.102.188,1
206.224.64.134,98.97.102.214,1
206.224.64.134,98.97.102.228,1
206.224.64.134,98.97.102.29,1
206.224.64.134,98.97.102.37,2
206.224.64.134,98.97.102.6,2
206.224.64.134,98.97.103.149,2
206.224.64.134,98.97.103.220,1
206.224.64.134,98.97.103.37,1
206.224.64.134,98.97.46.120,1
206.224.64.134,98.97.46.225,1
206.224.64.134,98.97.64.72,1
206.224.64.134,98.97.66.112,1
206.224.64.134,98.97.66.219,1
206.224.64.134,98.97.67.146,1
206.224.64.134,98.97.67.152,2
206.224.64.134,98.97.67.51,1
206.224.64.134,98.97.67.97,2
206.224.64.134,98.97.68.14,1
206.224.64.134,98.97.68.230,1
206.224.64.134,98.97.70.110,1
206.224.64.134,98.97.70.247,1
206.224.64.134,98.97.71.127,2
206.224.64.134,98.97.71.4,1
206.224.64.134,98.97.71.45,1
206.224.64.134,98.97.71.77,2
206.224.64.134,98.97.96.42,2
206.224.64.134,98.97.96.74,1
206.224.64.134,98.97.97.162,1
206.224.64.134,98.97.97.250,2
206.224.64.134,98.97.97.81,1
206.224.64.134,98.97.98.3,1
206.224.64.134,98.97.99.129,2
206.224.64.134,98.97.99.9,1
206.224.64.14,129.224.216.77,2
206.224.64.14,129.224.216.86,1
206.224.64.14,143.105.8.170,2
206.224.64.14,143.105.8.64,2
206.224.64.14,170.203.200.157,1
206.224.64.14,170.203.200.37,1
206.224.64.14,170.203.202.4,2
206.224.64.14,170.203.202.47,2
206.224.64.14,170.203.203.141,2
206.224.64.14,170.203.203.87,1
206.224.64.14,170.203.204.99,1
206.224.64.14,170.203.206.131,1
206.224.64.14,170.203.206.139,1
206.224.64.14,170.203.206.217,2
206.224.64.14,170.203.208.219,1
206.224.64.14,170.203.208.72,1
206.224.64.14,170.203.210.40,1
206.224.64.14,170.203.210.81,2
206.224.64.14,170.203.212.6,2
206.224.64.14,170.203.214.140,1
206.224.64.14,170.203.214.151,1
206.224.64.14,170.203.214.77,2
206.224.64.14,170.203.214.86,2
206.224.64.14,170.203.214.94,2
206.224.64.14,170.203.215.111,2
206.224.64.14,170.203.215.5,1
206.224.64.14,170.203.215.53,2
206.224.64.14,98.97.100.153,1
206.224.64.14,98.97.100.17,1
206.224.64.14,98.97.100.203,2
206.224.64.14,98.97.100.216,2
206.224.64.14,98.97.100.33,2
206.224.64.14,98.97.100.41,1
206.224.64.14,98.97.100.58,1
206.224.64.14,98.97.101.225,1
206.224.64.14,98.97.101.250,1
206.224.64.14,98.97.102.176,1
206.224.64.14,98.97.102.234,1
206.224.64.14,98.97.103.235,2
206.224.64.14,98.97.103.72,1
206.224.64.14,98.97.46.135,1
206.224.64.14,98.97.47.62,1
206.224.64.14,98.97.64.103,2
206.224.64.14,98.97.64.76,2
206.224.64.14,98.97.64.95,1
206.224.64.14,98.97.65.47,2
206.224.64.14,98.97.66.109,1
206.224.64.14,98.97.66.63,1
206.224.64.14,98.97.67.119,2
206.224.64.14,98.97.67.182,2
206.224.64.14,98.97.67.84,2
206.224.64.14,98.97.68.2,2
206.224.64.14,98.97.68.224,1
206.224.64.14,98.97.68.75,1
206.224.64.14,98.97.69.11,2
206.224.64.14,98.97.69.16,1
206.224.64.14,98.97.69.160,1
206.224.64.14,98.97.70.155,1
206.224.64.14,98.97.70.193,1
206.224.64.14,98.97.70.35,1
206.224.64.14,98.97.71.72,2
206.224.64.14,98.97.96.124,1
206.224.64.14,98.97.96.181,2
206.224.64.14,98.97.96.196,2
206.224.64.14,98.97.96.204,1
206.224.64.14,98.97.96.38,1
206.224.64.14,98.97.97.230,2
206.224.64.14,98.97.98.70,1
206.224.64.14,98.97.99.127,1
206.224.64.14,98.97.99.149,1
206.224.64.14,98.97.99.6,1
206.224.64.144,143.105.8.136,1
206.224.64.144,143.105.8.234,1
206.224.64.144,143.105.8.8,2
206.224.64.144,170.203.200.135,2
206.224.64.144,170.203.200.198,2
206.224.64.144,170.203.202.124,2
206.224.64.144,170.203.202.141,2
206.224.64.144,170.203.202.223,2
206.224.64.144,170.203.202.231,2
206.224.64.144,170.203.202.244,1
